 year |               team                |             opponent              |  w  |  d  |  l  |  n   
 2015 | Italian Serie A                   | Turkish Super Lig                 |   1 |   1 |   0 |    2
 2015 | Italian Serie B                   | Italian Serie A                   |   3 |   2 |  10 |   15
 2015 | Italian Serie B                   | Italian Serie B                   | 281 | 216 | 281 |  778
 2015 | Major League Soccer               | English Premier League            |   3 |   0 |   3 |    6
 2015 | Major League Soccer               | Major League Soccer               | 295 | 156 | 295 |  746
 2015 | Major League Soccer               | Portuguese Liga                   |   1 |   0 |   0 |    1
 2015 | Major League Soccer               | Spanish Primera División          |   0 |   0 |   1 |    1
 2015 | Malaysian Super League            | Malaysian Super League            |  10 |   4 |  10 |   34
 2015 | Northern Irish Premiership        | English League One                |   0 |   0 |   1 |    1
 2015 | Northern Irish Premiership        | Northern Irish Premiership        |  89 |  36 |  89 |  220
 2015 | Portuguese Liga                   | Austrian Bundesliga               |   1 |   1 |   2 |    4
 2015 | Portuguese Liga                   | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2015 | Portuguese Liga                   | English Premier League            |   1 |   0 |   1 |    2
 2015 | Portuguese Liga                   | French Ligue 1                    |   1 |   0 |   2 |    3
 2015 | Portuguese Liga                   | German Bundesliga                 |   0 |   1 |   5 |    6
 2015 | Portuguese Liga                   | Italian Serie A                   |   0 |   1 |   2 |    3
 2015 | Portuguese Liga                   | Major League Soccer               |   0 |   0 |   1 |    1
 2015 | Portuguese Liga                   | Portuguese Liga                   | 161 |  98 | 161 |  420
 2015 | Portuguese Liga                   | Russian Premier League            |   4 |   0 |   2 |    6
 2015 | Portuguese Liga                   | Spanish Primera División          |   1 |   0 |   1 |    2
 2015 | Portuguese Liga                   | Swedish Allsvenskanliga           |   1 |   1 |   0 |    2
 2015 | Portuguese Liga                   | Swiss Super League                |   2 |   1 |   1 |    4
 2015 | Portuguese Liga                   | Turkish Super Lig                 |   3 |   1 |   2 |    6
 2015 | Russian Premier League            | Austrian Bundesliga               |   1 |   1 |   0 |    2
 2015 | Russian Premier League            | Dutch Eredivisie                  |   1 |   0 |   1 |    2
 2015 | Russian Premier League            | English Premier League            |   0 |   2 |   2 |    4
 2015 | Russian Premier League            | French Ligue 1                    |   2 |   2 |   0 |    4
 2015 | Russian Premier League            | German Bundesliga                 |   1 |   0 |   3 |    4
 2015 | Russian Premier League            | Greek Super League                |   1 |   1 |   0 |    2
 2015 | Russian Premier League            | Portuguese Liga                   |   2 |   0 |   4 |    6
 2015 | Russian Premier League            | Russian Premier League            | 117 |  78 | 117 |  312
 2015 | Russian Premier League            | Spanish Primera División          |   2 |   0 |   0 |    2
 2015 | Russian Premier League            | Swiss Super League                |   1 |   0 |   1 |    2
 2015 | Russian Premier League            | Turkish Super Lig                 |   0 |   3 |   1 |    4
 2015 | Scottish Premiership              | Dutch Eredivisie                  |   0 |   1 |   2 |    3
 2015 | Scottish Premiership              | English League Championship       |   1 |   1 |   5 |    7
 2015 | Scottish Premiership              | English League One                |   2 |   1 |   2 |    5
 2015 | Scottish Premiership              | English Premier League            |   0 |   0 |   1 |    1
 2015 | Scottish Premiership              | French Ligue 1                    |   1 |   0 |   0 |    1
 2015 | Scottish Premiership              | Scottish Premiership              | 185 | 104 | 185 |  474
 2015 | Scottish Premiership              | Spanish Primera División          |   1 |   0 |   0 |    1
 2015 | Scottish Premiership              | Swedish Allsvenskanliga           |   1 |   0 |   1 |    2
 2015 | Scottish Premiership              | Turkish Super Lig                 |   0 |   2 |   0 |    2
 2015 | Spanish Primera División          | Austrian Bundesliga               |   3 |   0 |   1 |    4
 2015 | Spanish Primera División          | Dutch Eredivisie                  |   0 |   3 |   1 |    4
 2015 | Spanish Primera División          | English League Championship       |   0 |   1 |   1 |    2
 2015 | Spanish Primera División          | English Premier League            |   8 |   2 |   4 |   14
 2015 | Spanish Primera División          | French Ligue 1                    |   5 |   2 |   2 |    9
 2015 | Spanish Primera División          | German Bundesliga                 |   8 |   2 |   4 |   14
 2015 | Spanish Primera División          | Italian Serie A                   |   7 |   4 |   2 |   13
 2015 | Spanish Primera División          | Major League Soccer               |   1 |   0 |   0 |    1
 2015 | Spanish Primera División          | Portuguese Liga                   |   1 |   0 |   1 |    2
 2015 | Spanish Primera División          | Russian Premier League            |   0 |   0 |   2 |    2
 2015 | Spanish Primera División          | Scottish Premiership              |   0 |   0 |   1 |    1
 2015 | Spanish Primera División          | Spanish Primera División          | 319 | 204 | 319 |  842
 2015 | Spanish Primera División          | Swedish Allsvenskanliga           |   2 |   0 |   0 |    2
 2015 | Spanish Primera División          | Swiss Super League                |   1 |   1 |   0 |    2
 2015 | Spanish Primera División          | Turkish Super Lig                 |   3 |   0 |   0 |    3
 2015 | Swedish Allsvenskanliga           | Austrian Bundesliga               |   1 |   0 |   1 |    2
 2015 | Swedish Allsvenskanliga           | Danish SAS-Ligaen                 |   1 |   1 |   0 |    2
 2015 | Swedish Allsvenskanliga           | French Ligue 1                    |   0 |   0 |   2 |    2
 2015 | Swedish Allsvenskanliga           | Portuguese Liga                   |   0 |   1 |   1 |    2
 2015 | Swedish Allsvenskanliga           | Scottish Premiership              |   1 |   0 |   1 |    2
 2015 | Swedish Allsvenskanliga           | Spanish Primera División          |   0 |   0 |   2 |    2
 2015 | Swedish Allsvenskanliga           | Swedish Allsvenskanliga           | 176 | 112 | 176 |  468
 2015 | Swiss Super League                | English Premier League            |   0 |   2 |   0 |    2
 2015 | Swiss Super League                | French Ligue 1                    |   2 |   1 |   3 |    6
 2015 | Swiss Super League                | Italian Serie A                   |   1 |   1 |   0 |    2
 2015 | Swiss Super League                | Portuguese Liga                   |   1 |   1 |   2 |    4
 2015 | Swiss Super League                | Russian Premier League            |   1 |   0 |   1 |    2
 2015 | Swiss Super League                | Spanish Primera División          |   0 |   1 |   1 |    2
 2015 | Swiss Super League                | Swiss Super League                | 133 |  98 | 133 |  370
 2015 | Thai Premier League               | Thai Premier League               |  58 |  58 |  58 |  178
 2015 | Turkish Super Lig                 | Dutch Eredivisie                  |   1 |   1 |   0 |    2
 2015 | Turkish Super Lig                 | Italian Serie A                   |   0 |   1 |   1 |    2
 2015 | Turkish Super Lig                 | Portuguese Liga                   |   2 |   1 |   3 |    6
 2015 | Turkish Super Lig                 | Russian Premier League            |   1 |   3 |   0 |    4
 2015 | Turkish Super Lig                 | Scottish Premiership              |   0 |   2 |   0 |    2
 2015 | Turkish Super Lig                 | Spanish Primera División          |   0 |   0 |   3 |    3
 2015 | Turkish Super Lig                 | Turkish Super Lig                 | 159 | 104 | 159 |  426
 2015 | Welsh Premier League              | Danish SAS-Ligaen                 |   0 |   0 |   2 |    2
 2015 | Welsh Premier League              | Welsh Premier League              | 107 |  56 | 107 |  292
 2016 | Australian A-League               | Australian A-League               | 102 |  76 | 102 |  280
 2016 | Australian A-League               | Chinese Super League              |   1 |   4 |   2 |    7
 2016 | Australian A-League               | Italian Serie A                   |   0 |   1 |   0 |    1
 2016 | Austrian Bundesliga               | Austrian Bundesliga               | 146 |  68 | 146 |  360
